Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Market,Multiplier,Commission,Symbol,Sector
EBMT,21.34,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
STND,32.65,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
PAVM,2.47,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
MYFW,18.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
MLSS,3.77,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
MRBK,22.48,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
TELA,14.64,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
LARK,25.35,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
FVE,8.81,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
SLNO,3.08,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
PFHD,16.04,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ATXI,7.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AVEO,8.93,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
NMRD,9.73,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
GRTX,12.39,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
VERO,3.00,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
LMST,14.53,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ASUR,8.85,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ETNB,23.97,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
CSBR,12.13,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
CEMI,7.97,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
XGN,19.25,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
BSBK,9.07,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
NSCO,8.14,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AE,26.69,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
TARA,19.63,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
IMUX,20.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
BLPH,8.24,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
LYRA,10.60,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,N/A
ELA,6.77,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
SNFCA,9.14,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ULBI,7.45,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ATLC,27.26,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
SCPH,6.99,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
PCYG,7.55,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AYTU,8.96,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
SEAC,1.38,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
#KODK,11.89,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
SWKH,15.07,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
CWBR,1.87,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
NRBO,5.67,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
OFED,23.99,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
VTVT,2.57,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
#CHK,11.85,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
AAN,20.65,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AAOI,12.37,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AAON,80.80,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AAT,29.26,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AAWW,55.76,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ABCB,45.51,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ABEO,3.34,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ABG,164.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ABM,41.76,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ABTX,37.45,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AC,34.34,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ACA,61.73,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ACBI,19.24,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ACCO,9.37,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ACIA,114.83,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ACIW,41.46,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ACLS,38.22,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ACNB,27.39,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ACRE,12.42,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ACRX,2.77,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ACTG,7.49,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ADC,66.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ADES,5.84,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ADMA,2.95,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ADNT,36.77,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ADTN,16.89,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ADUS,126.03,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ADVM,14.24,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AEGN,20.84,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AEIS,114.84,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AEL,30.30,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AEO,24.81,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
AERI,17.11,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AFIN,8.02,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AFMD,6.23,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AGEN,5.24,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AGLE,7.78,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AGM,82.54,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AGS,6.32,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
AGX,46.00,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AGYS,53.61,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AHH,12.07,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AI,168.92,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AIMC,59.40,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
#AIMT,34.49,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AIN,75.58,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
AIR,38.10,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AIT,80.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AJRD,52.47,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AJX,10.53,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AKBA,4.85,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
#AKCA,18.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AKR,15.37,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AKRO,31.61,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AKTS,17.61,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ALBO,42.77,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ALCO,30.48,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ALE,65.62,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Uti
ALEC,20.80,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ALEX,16.89,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ALG,149.75,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ALGT,211.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ALLK,153.66,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ALLO,33.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ALRM,104.60,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ALTR,65.35,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ALX,269.31,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
AMAL,16.03,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMBA,116.36,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AMBC,15.05,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMC,5.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
AMEH,24.32,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AMK,26.08,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMKR,19.38,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AMN,76.52,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AMNB,30.22,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMOT,47.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AMPH,18.93,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AMRC,69.41,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AMRS,15.33,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Bas
AMRX,5.86,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AMSC,28.08,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AMSF,58.51,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMSWA,21.05,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AMTB,16.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AMWD,96.52,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ANAB,29.61,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ANDE,26.89,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ANF,24.66,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ANGO,21.13,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ANH,2.68,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ANIK,38.31,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ANIP,31.80,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AOSL,33.97,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
APAM,54.10,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
APEI,31.02,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
APLS,49.36,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
APOG,37.80,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
APPF,173.66,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
APPN,219.68,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
APPS,92.03,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
APTS,7.88,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
APYX,10.73,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AQUA,26.33,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
#ARA,11.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ARAY,5.89,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ARCB,53.42,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ARCH,47.05,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
ARDX,7.49,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ARGO,42.30,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ARI,12.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ARL,9.81,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ARLO,8.65,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ARNA,81.57,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AROC,9.70,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
AROW,31.54,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ARR,11.93,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Rea
ARTNA,40.41,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Uti
ARVN,82.30,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ARWR,89.80,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ASC,3.87,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
ASGN,93.07,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ASIX,25.37,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Bas
ASMB,6.63,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ASPS,10.96,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ASTE,66.03,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AT,2.98,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Uti
ATEC,15.81,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATEN,11.70,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
ATEX,37.00,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
ATGE,41.30,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
ATHX,2.76,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATI,18.55,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ATKR,61.76,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ATLO,23.08,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
ATNI,47.32,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
ATNX,14.29,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATRA,20.37,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATRC,62.15,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATRI,687.21,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATRO,15.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
ATRS,4.71,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
ATSG,28.50,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AUB,36.54,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AVA,38.75,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Uti
AVAV,137.94,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
AVCO,1.52,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AVD,19.19,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Bas
AVID,23.67,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
AVNS,49.64,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AVRO,17.69,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AVXL,14.99,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AVYA,29.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AWR,82.17,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Uti
AX,45.44,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
AXDX,13.02,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AXGN,19.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AXL,10.72,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
AXLA,6.59,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AXNX,54.76,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AXSM,75.05,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
AXTI,11.82,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
AZZ,50.34,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
B,52.19,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
BANC,19.24,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BAND,183.15,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
BANF,64.69,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BANR,49.65,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BATRA,29.84,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
BATRK,29.13,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Com
BBBY,27.12,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Con
BBCP,5.79,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
BBIO,70.85,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
BBSI,70.38,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
BCBP,12.99,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BCC,50.25,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Bas
BCEI,25.21,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ene
BCEL,18.43,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
BCML,15.18,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BCO,74.79,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
BCOR,17.43,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
BCOV,18.74,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Tec
BCPC,121.75,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Bas
BCRX,9.90,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Hea
BDC,53.22,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Ind
#BDGE,24.43,0.01,0,0,0.01,0.01,-50,0,-100,0.01,*-STK-SMART-USD!YAHOO:*,Fin
